Time,temperature_2m,relativehumidity_2m,dewpoint_2m,windspeed_10m,windspeed_100m,winddirection_10m,winddirection_100m,windgusts_10m,Power,Location
2020-07-04 10:00:00,83.8,50,63.2,1.93,2.25,69,69,5.4,0.0139,Location4
2020-07-04 11:00:00,83.4,49,62.2,2.2,2.7,51,51,5.5,0.0046,Location4
2020-07-04 12:00:00,84.0,48,62.3,1.98,2.48,45,47,5.8,0.0,Location4
2020-07-04 13:00:00,84.4,47,62.1,1.7,2.11,28,31,5.6,0.0,Location4
2020-07-04 14:00:00,84.9,47,62.3,0.81,1.03,30,29,5.3,0.0,Location4
2020-07-04 15:00:00,85.2,46,61.9,1.1,1.32,5,9,4.2,0.0,Location4
2020-07-04 16:00:00,85.1,46,62.0,0.98,1.21,24,24,4.2,0.0,Location4
2020-07-04 17:00:00,84.8,46,62.0,0.85,1.04,21,17,3.7,0.0,Location4
2020-07-04 18:00:00,83.8,45,60.5,0.22,0.32,333,342,3.0,0.001,Location4
2020-07-04 19:00:00,81.7,55,64.0,0.5,0.5,270,307,1.2,0.0029,Location4
2020-07-04 20:00:00,80.6,54,62.2,0.45,0.32,207,288,0.7,0.0049,Location4
2020-07-04 21:00:00,79.2,55,61.8,0.64,0.51,231,281,0.8,0.0069,Location4
2020-07-04 22:00:00,78.0,56,61.2,1.02,0.73,259,286,1.2,0.0088,Location4
2020-07-04 23:00:00,76.9,57,60.7,1.0,0.92,270,283,1.5,0.0108,Location4
2020-07-05 00:00:00,75.9,61,61.3,0.72,0.22,124,153,1.2,0.0127,Location4
2020-07-05 01:00:00,70.3,86,65.8,1.58,1.62,145,158,2.4,0.0147,Location4
2020-07-05 02:00:00,68.9,89,65.4,1.8,2.31,183,185,2.6,0.0166,Location4
2020-07-05 03:00:00,68.2,84,63.1,1.79,3.31,207,209,2.6,0.0186,Location4
2020-07-05 04:00:00,67.5,82,61.7,1.86,4.0,234,233,2.6,0.0206,Location4
2020-07-05 05:00:00,68.1,84,63.0,1.53,3.42,259,249,2.7,0.02,Location4
2020-07-05 06:00:00,72.3,73,63.0,0.98,2.7,294,272,2.4,0.0169,Location4
2020-07-05 07:00:00,75.5,67,64.0,0.2,0.14,90,315,2.2,0.0138,Location4
2020-07-05 08:00:00,78.6,60,63.6,0.98,1.17,204,211,3.5,0.0108,Location4
2020-07-05 09:00:00,81.6,54,63.3,1.34,1.66,207,213,4.3,0.0077,Location4
2020-07-05 10:00:00,84.3,49,62.9,1.66,1.97,205,210,4.9,0.0046,Location4
2020-07-05 11:00:00,86.2,47,63.5,1.75,2.14,211,217,6.2,0.0015,Location4
2020-07-05 12:00:00,87.7,45,63.8,1.92,2.42,242,246,6.2,0.0,Location4
2020-07-05 13:00:00,88.0,45,63.8,2.04,2.53,259,261,6.1,0.0,Location4
2020-07-05 14:00:00,89.0,43,63.7,1.53,2.04,259,259,5.9,0.0,Location4
2020-07-05 15:00:00,85.2,51,65.3,2.59,3.13,298,297,6.3,0.0,Location4
2020-07-05 16:00:00,84.8,55,66.6,1.39,1.79,240,243,6.3,0.0,Location4
2020-07-05 17:00:00,85.7,53,66.3,0.86,0.98,234,246,4.2,0.0,Location4
2020-07-05 18:00:00,84.5,55,66.3,2.25,2.94,212,215,3.0,0.002,Location4
2020-07-05 19:00:00,80.9,63,67.2,3.14,5.41,211,214,5.6,0.0059,Location4
2020-07-05 20:00:00,77.3,71,67.1,1.36,3.04,216,226,5.3,0.0098,Location4
2020-07-05 21:00:00,75.3,77,67.7,1.86,2.52,216,236,2.3,0.0137,Location4
2020-07-05 22:00:00,74.6,78,67.2,1.51,2.82,188,203,2.4,0.0176,Location4
2020-07-05 23:00:00,74.8,76,66.7,1.99,4.62,198,202,3.1,0.0215,Location4
2020-07-06 00:00:00,74.6,76,66.4,2.59,6.05,208,211,4.2,0.0254,Location4
2020-07-06 01:00:00,74.4,77,66.7,2.27,5.94,221,226,4.3,0.0293,Location4
2020-07-06 02:00:00,73.5,79,66.7,2.14,5.52,217,228,3.8,0.0332,Location4
2020-07-06 03:00:00,72.3,83,66.9,1.84,5.11,229,239,3.5,0.0371,Location4
2020-07-06 04:00:00,71.3,86,66.8,1.77,4.83,254,257,3.0,0.041,Location4
2020-07-06 05:00:00,71.9,84,66.8,1.92,4.7,261,268,3.0,0.0484,Location4
2020-07-06 06:00:00,75.3,78,68.1,2.62,5.0,263,269,3.8,0.0591,Location4
2020-07-06 07:00:00,78.9,71,68.7,2.7,3.9,268,270,5.6,0.0699,Location4
2020-07-06 08:00:00,82.5,63,68.6,2.72,3.61,264,265,6.1,0.0807,Location4
2020-07-06 09:00:00,85.6,53,66.6,2.69,3.52,255,255,7.1,0.0915,Location4
2020-07-06 10:00:00,87.5,49,66.1,2.82,3.64,247,249,7.5,0.1023,Location4
2020-07-06 11:00:00,88.8,48,66.8,2.87,3.54,241,241,7.5,0.1131,Location4
2020-07-06 12:00:00,89.6,46,66.1,2.64,3.28,233,232,7.2,0.1093,Location4
2020-07-06 13:00:00,84.6,56,67.4,3.05,3.91,221,220,7.7,0.0909,Location4
2020-07-06 14:00:00,85.3,55,67.4,2.94,3.83,235,237,6.8,0.0725,Location4
2020-07-06 15:00:00,84.4,58,68.0,2.77,3.47,257,258,7.3,0.0541,Location4
2020-07-06 16:00:00,84.7,57,67.7,2.48,3.26,230,230,6.5,0.0357,Location4
2020-07-06 17:00:00,85.4,55,67.6,2.25,2.88,238,236,5.7,0.0173,Location4
2020-07-06 18:00:00,85.4,55,67.4,2.94,4.06,215,218,5.2,0.0144,Location4
2020-07-06 19:00:00,82.7,62,68.6,2.19,4.6,223,224,5.3,0.0269,Location4
2020-07-06 20:00:00,79.5,68,68.1,2.4,4.78,315,307,3.8,0.0394,Location4
2020-07-06 21:00:00,75.5,78,68.1,2.62,4.4,18,3,6.0,0.0519,Location4
2020-07-06 22:00:00,73.8,83,68.3,0.76,0.5,113,180,4.5,0.0644,Location4
2020-07-06 23:00:00,72.9,87,68.9,1.64,2.15,128,158,2.6,0.0769,Location4
2020-07-07 00:00:00,72.6,88,69.0,1.49,3.92,200,199,3.5,0.0894,Location4
2020-07-07 01:00:00,71.6,91,68.8,1.43,3.04,258,253,2.5,0.1019,Location4
2020-07-07 02:00:00,71.5,90,68.2,1.5,3.22,217,234,2.3,0.1144,Location4
2020-07-07 03:00:00,71.2,90,68.1,1.64,3.71,232,243,2.6,0.1269,Location4
2020-07-07 04:00:00,70.5,91,67.6,1.53,3.94,238,246,2.6,0.1394,Location4
2020-07-07 05:00:00,71.7,86,67.4,1.96,4.59,255,259,3.0,0.1386,Location4
2020-07-07 06:00:00,75.4,82,69.6,2.4,4.51,270,274,4.3,0.1245,Location4
2020-07-07 07:00:00,78.7,76,70.7,2.3,3.11,270,274,5.1,0.1104,Location4
2020-07-07 08:00:00,81.9,69,70.8,2.3,3.11,272,274,5.7,0.0964,Location4
2020-07-07 09:00:00,84.2,62,69.8,2.5,3.2,268,268,8.6,0.0823,Location4
2020-07-07 10:00:00,85.6,58,69.0,2.6,3.3,268,268,8.9,0.0682,Location4
2020-07-07 11:00:00,87.1,53,68.1,2.2,2.8,267,268,8.9,0.0541,Location4
2020-07-07 12:00:00,88.8,50,68.0,1.9,2.4,270,270,7.9,0.047,Location4
2020-07-07 13:00:00,89.4,49,67.6,1.2,1.4,275,274,6.8,0.047,Location4
2020-07-07 14:00:00,84.7,58,68.1,3.35,3.96,253,254,6.2,0.0469,Location4
2020-07-07 15:00:00,78.3,75,69.6,1.81,2.28,354,345,8.4,0.0469,Location4
2020-07-07 16:00:00,78.7,77,70.8,3.16,4.14,288,290,6.9,0.0468,Location4
2020-07-07 17:00:00,77.7,79,70.5,1.36,1.86,234,234,6.6,0.0468,Location4
2020-07-07 18:00:00,71.5,96,70.2,0.98,1.06,66,49,3.4,0.0446,Location4
2020-07-07 19:00:00,72.5,93,70.4,2.22,2.83,144,148,5.0,0.0404,Location4
2020-07-07 20:00:00,72.2,93,69.9,2.69,3.89,135,136,5.4,0.0361,Location4
2020-07-07 21:00:00,71.7,95,70.2,2.62,4.53,162,158,4.9,0.0319,Location4
2020-07-07 22:00:00,71.1,95,69.6,2.1,4.36,177,171,4.7,0.0276,Location4
2020-07-07 23:00:00,69.7,96,68.6,1.34,3.48,207,198,3.7,0.0234,Location4
2020-07-08 00:00:00,68.7,96,67.6,1.42,4.03,231,226,2.5,0.0191,Location4
2020-07-08 01:00:00,66.9,97,65.9,2.15,3.61,248,236,2.7,0.0149,Location4
2020-07-08 02:00:00,66.8,96,65.5,1.99,3.11,198,222,2.8,0.0106,Location4
2020-07-08 03:00:00,66.3,96,65.2,2.12,2.84,188,219,2.5,0.0064,Location4
2020-07-08 04:00:00,66.8,97,65.9,1.39,2.16,150,193,2.6,0.0021,Location4
2020-07-08 05:00:00,68.6,95,67.2,1.88,3.1,155,178,3.0,0.0,Location4
2020-07-08 06:00:00,69.9,91,67.2,3.91,7.0,176,178,4.9,0.0,Location4
2020-07-08 07:00:00,71.9,90,68.8,3.47,5.82,168,175,7.1,0.0,Location4
2020-07-08 08:00:00,75.1,82,69.2,3.95,5.35,171,172,8.1,0.0,Location4
2020-07-08 09:00:00,78.8,72,69.1,3.31,4.23,185,187,8.2,0.0,Location4
2020-07-08 10:00:00,82.5,65,69.7,3.32,4.26,187,189,7.8,0.0,Location4
2020-07-08 11:00:00,85.4,57,68.2,2.95,3.67,208,209,7.8,0.0,Location4
2020-07-08 12:00:00,86.8,53,67.6,2.68,3.44,243,244,7.3,0.005,Location4
2020-07-08 13:00:00,87.7,52,68.1,1.97,2.47,246,249,7.7,0.015,Location4
2020-07-08 14:00:00,88.8,52,69.0,1.7,2.11,208,211,6.8,0.025,Location4
2020-07-08 15:00:00,89.3,49,67.7,2.65,3.3,191,194,6.2,0.035,Location4
2020-07-08 16:00:00,89.4,47,66.3,3.52,4.47,187,190,7.1,0.045,Location4
2020-07-08 17:00:00,87.8,51,67.2,4.56,6.35,206,206,8.7,0.0551,Location4
2020-07-08 18:00:00,85.2,63,71.3,2.95,4.52,204,205,8.7,0.0574,Location4
2020-07-08 19:00:00,83.4,68,71.7,2.26,4.37,193,200,5.4,0.052,Location4
2020-07-08 20:00:00,80.2,75,71.6,2.2,4.85,183,194,3.8,0.0467,Location4
2020-07-08 21:00:00,79.0,77,71.4,2.93,6.04,188,196,4.8,0.0413,Location4
2020-07-08 22:00:00,77.9,80,71.2,2.84,6.17,190,200,4.9,0.036,Location4
2020-07-08 23:00:00,76.7,83,71.2,2.69,6.09,195,203,4.8,0.0306,Location4
2020-07-09 00:00:00,75.9,85,70.9,2.82,6.31,197,205,4.7,0.0253,Location4
2020-07-09 01:00:00,75.2,86,70.6,2.94,6.42,190,198,5.1,0.02,Location4
2020-07-09 02:00:00,73.7,89,70.3,2.06,5.46,194,204,4.9,0.0146,Location4
2020-07-09 03:00:00,72.8,92,70.2,2.06,5.16,209,216,3.4,0.0093,Location4
2020-07-09 04:00:00,72.3,93,70.1,2.2,5.4,210,219,3.7,0.0039,Location4
2020-07-09 05:00:00,72.6,92,70.1,2.06,4.9,203,219,3.6,0.003,Location4
2020-07-09 06:00:00,74.4,84,69.1,1.75,2.94,156,190,4.6,0.0064,Location4
2020-07-09 07:00:00,77.7,75,69.3,2.92,3.89,149,154,5.9,0.0099,Location4
2020-07-09 08:00:00,80.7,68,69.1,2.98,3.79,166,168,7.3,0.0134,Location4
2020-07-09 09:00:00,83.9,61,69.2,2.7,3.4,178,182,6.6,0.0168,Location4
2020-07-09 10:00:00,87.0,53,67.8,3.2,4.11,182,184,9.2,0.0203,Location4
2020-07-09 11:00:00,88.8,48,66.4,4.01,5.1,176,179,9.5,0.0238,Location4
2020-07-09 12:00:00,89.0,49,67.2,3.64,4.54,164,166,9.4,0.0464,Location4
2020-07-09 13:00:00,89.7,47,67.0,3.94,4.97,153,155,8.9,0.0883,Location4
2020-07-09 14:00:00,83.7,63,69.9,3.83,4.88,229,227,9.4,0.1302,Location4
2020-07-09 15:00:00,79.8,77,71.7,4.42,5.86,142,143,9.1,0.1721,Location4
2020-07-09 16:00:00,78.1,79,71.2,3.41,4.6,177,179,8.8,0.214,Location4
2020-07-09 17:00:00,76.1,85,71.2,3.16,4.8,235,239,6.9,0.2559,Location4
2020-07-09 18:00:00,78.3,60,63.3,1.7,2.31,183,185,5.8,0.2691,Location4
2020-07-09 19:00:00,73.9,81,67.8,0.85,0.92,111,103,4.3,0.2537,Location4
2020-07-09 20:00:00,72.5,89,69.0,1.87,2.43,286,279,4.3,0.2382,Location4
2020-07-09 21:00:00,71.6,91,68.8,3.13,5.14,17,13,4.7,0.2228,Location4
2020-07-09 22:00:00,70.6,92,68.1,3.0,5.73,2,12,7.7,0.2073,Location4
2020-07-09 23:00:00,70.0,93,68.1,3.26,5.17,297,311,5.5,0.1919,Location4
2020-07-10 00:00:00,69.6,93,67.5,3.44,6.11,296,310,6.2,0.1764,Location4
2020-07-10 01:00:00,69.2,93,67.1,4.6,7.88,304,306,7.6,0.1609,Location4
2020-07-10 02:00:00,68.7,94,67.0,6.29,10.19,314,317,11.1,0.1455,Location4
2020-07-10 03:00:00,68.6,95,67.0,5.92,9.71,307,311,11.0,0.13,Location4
2020-07-10 04:00:00,68.1,89,64.9,6.06,9.92,308,312,10.8,0.1146,Location4
2020-07-10 05:00:00,67.9,90,64.7,5.69,9.39,304,309,10.5,0.1284,Location4
2020-07-10 06:00:00,67.1,92,64.6,4.24,7.31,313,320,9.8,0.1714,Location4
2020-07-10 07:00:00,70.1,88,66.3,5.12,6.98,321,322,9.2,0.2144,Location4
2020-07-10 08:00:00,72.8,85,68.1,4.55,6.19,327,329,12.1,0.2574,Location4
2020-07-10 09:00:00,74.3,80,67.9,5.55,7.57,326,326,11.3,0.3004,Location4
2020-07-10 10:00:00,76.9,66,64.7,5.69,7.62,336,337,11.3,0.3434,Location4
2020-07-10 11:00:00,79.3,57,62.7,5.51,7.29,331,331,10.9,0.3865,Location4
2020-07-10 12:00:00,80.4,48,58.7,5.56,7.28,322,323,10.8,0.4031,Location4
2020-07-10 13:00:00,81.6,45,58.0,5.66,7.64,316,316,10.9,0.3935,Location4
2020-07-10 14:00:00,82.5,43,57.9,6.01,8.14,317,317,11.3,0.3839,Location4
2020-07-10 15:00:00,82.5,41,56.7,6.09,8.56,312,313,11.3,0.3742,Location4
2020-07-10 16:00:00,80.8,46,58.4,6.44,9.49,298,299,11.7,0.3646,Location4
2020-07-10 17:00:00,80.3,47,58.1,4.88,7.96,296,298,11.4,0.3549,Location4
2020-07-10 18:00:00,78.0,53,59.5,3.85,6.77,298,301,8.6,0.3402,Location4
2020-07-10 19:00:00,75.3,57,59.1,3.42,6.8,291,294,6.8,0.3203,Location4
2020-07-10 20:00:00,73.2,58,57.5,3.57,7.66,288,294,6.0,0.3005,Location4
2020-07-10 21:00:00,72.0,60,57.4,3.71,7.85,297,301,6.2,0.2806,Location4
2020-07-10 22:00:00,70.7,64,58.1,4.0,8.22,302,307,6.8,0.2608,Location4
2020-07-10 23:00:00,69.5,69,58.8,3.77,7.89,302,309,6.8,0.2409,Location4
2020-07-11 00:00:00,68.3,73,59.2,3.67,7.7,299,308,6.4,0.221,Location4
2020-07-11 01:00:00,67.2,76,59.3,3.19,7.09,302,310,6.1,0.2012,Location4
2020-07-11 02:00:00,66.1,79,59.2,2.83,6.65,302,313,5.4,0.1813,Location4
2020-07-11 03:00:00,65.0,81,59.0,2.42,5.94,300,315,4.8,0.1615,Location4
2020-07-11 04:00:00,63.9,84,58.9,2.38,5.62,292,309,4.1,0.1416,Location4
2020-07-11 05:00:00,63.8,85,59.1,2.53,5.5,288,307,4.0,0.1295,Location4
2020-07-11 06:00:00,67.4,81,61.3,2.55,4.44,281,301,5.9,0.1253,Location4
2020-07-11 07:00:00,70.8,75,62.4,2.33,3.32,280,286,5.0,0.121,Location4
2020-07-11 08:00:00,74.1,68,63.0,2.72,3.61,287,289,6.1,0.1167,Location4
2020-07-11 09:00:00,77.1,61,62.8,2.86,3.71,282,284,6.4,0.1125,Location4
2020-07-11 10:00:00,79.1,51,59.2,4.12,5.42,293,293,8.1,0.1082,Location4
2020-07-11 11:00:00,79.8,49,59.1,4.41,5.8,303,302,8.8,0.1039,Location4
2020-07-11 12:00:00,80.7,48,58.9,4.74,6.19,305,304,9.2,0.0971,Location4
2020-07-11 13:00:00,80.2,50,59.9,4.35,5.69,293,294,9.7,0.0878,Location4
2020-07-11 14:00:00,81.1,50,60.6,3.54,4.62,286,288,9.2,0.0784,Location4
2020-07-11 15:00:00,81.5,49,60.6,3.29,4.27,290,291,8.0,0.0691,Location4
2020-07-11 16:00:00,81.5,49,60.5,3.14,4.16,292,294,6.9,0.0597,Location4
2020-07-11 17:00:00,81.3,49,60.5,3.44,4.83,296,297,7.1,0.0504,Location4
2020-07-11 18:00:00,78.9,56,61.8,2.0,4.12,307,309,6.5,0.0574,Location4
2020-07-11 19:00:00,75.7,63,62.2,1.7,4.26,298,309,3.4,0.0807,Location4
2020-07-11 20:00:00,73.7,60,59.1,2.33,5.54,313,321,3.7,0.1041,Location4
2020-07-11 21:00:00,72.7,60,58.2,2.56,6.24,321,328,4.3,0.1275,Location4
2020-07-11 22:00:00,71.0,64,58.1,2.97,6.79,340,346,4.8,0.1509,Location4
2020-07-11 23:00:00,69.8,66,57.7,3.28,7.21,348,357,5.0,0.1742,Location4
2020-07-12 00:00:00,70.1,63,57.2,4.09,7.96,22,28,7.4,0.1976,Location4
2020-07-12 01:00:00,68.4,75,60.1,3.91,7.69,13,21,6.9,0.221,Location4
2020-07-12 02:00:00,67.2,86,62.8,3.62,6.99,24,34,6.6,0.2443,Location4
2020-07-12 03:00:00,65.7,89,62.5,3.48,6.73,39,48,6.1,0.2677,Location4
2020-07-12 04:00:00,65.1,90,62.1,3.75,7.06,48,52,6.5,0.2911,Location4
2020-07-12 05:00:00,64.8,89,61.4,3.68,6.81,45,50,6.3,0.2878,Location4
2020-07-12 06:00:00,66.4,82,60.7,3.55,5.19,32,34,6.5,0.2577,Location4
2020-07-12 07:00:00,67.8,70,57.6,3.94,5.24,27,29,7.6,0.2276,Location4
2020-07-12 08:00:00,69.5,63,56.4,3.83,5.0,15,16,7.9,0.1976,Location4
2020-07-12 09:00:00,71.2,61,56.9,4.21,5.41,4,4,8.7,0.1675,Location4
2020-07-12 10:00:00,73.1,55,56.1,4.7,6.1,1,360,9.6,0.1375,Location4
2020-07-12 11:00:00,74.9,50,55.0,5.1,6.6,2,1,10.4,0.1074,Location4
2020-07-12 12:00:00,76.7,44,53.3,4.84,6.23,7,6,10.3,0.0893,Location4
2020-07-12 13:00:00,77.1,43,53.2,4.64,6.13,7,6,9.8,0.0831,Location4
2020-07-12 14:00:00,76.9,44,53.5,4.59,6.04,20,19,9.3,0.0768,Location4
2020-07-12 15:00:00,77.5,42,52.9,4.61,6.04,24,24,9.3,0.0706,Location4
2020-07-12 16:00:00,77.2,42,52.6,4.35,5.79,23,21,9.1,0.0644,Location4
2020-07-12 17:00:00,76.1,47,54.2,3.16,4.19,55,50,8.1,0.0581,Location4
2020-07-12 18:00:00,74.5,51,55.5,1.97,3.26,30,27,5.9,0.0525,Location4
2020-07-12 19:00:00,71.2,65,58.9,1.43,3.64,25,21,3.5,0.0475,Location4
2020-07-12 20:00:00,68.5,62,55.1,1.88,4.74,25,25,2.8,0.0425,Location4
2020-07-12 21:00:00,66.0,71,56.4,2.13,3.98,41,39,2.9,0.0375,Location4
2020-07-12 22:00:00,67.2,70,57.1,1.5,2.28,53,52,3.0,0.0325,Location4
2020-07-12 23:00:00,67.1,71,57.5,1.08,1.08,158,112,1.8,0.0275,Location4
2020-07-13 00:00:00,66.3,73,57.3,1.3,1.17,176,149,1.6,0.0225,Location4
2020-07-13 01:00:00,63.1,80,56.7,1.49,1.0,250,217,1.6,0.0175,Location4
2020-07-13 02:00:00,60.8,86,56.4,1.62,2.53,292,279,2.5,0.0125,Location4
2020-07-13 03:00:00,59.2,88,55.8,2.33,2.97,329,318,2.7,0.0075,Location4
2020-07-13 04:00:00,61.5,80,55.4,1.75,2.18,13,344,3.0,0.0025,Location4
2020-07-13 05:00:00,60.4,90,57.4,1.22,1.08,99,22,2.0,0.0,Location4
2020-07-13 06:00:00,64.7,83,59.4,0.42,0.71,135,278,2.6,0.0,Location4
2020-07-13 07:00:00,68.1,74,59.4,0.81,0.94,173,212,2.7,0.0,Location4
2020-07-13 08:00:00,70.8,66,58.9,0.67,0.85,207,225,3.0,0.0,Location4
2020-07-13 09:00:00,73.1,60,58.2,1.08,1.25,202,209,3.9,0.0,Location4
2020-07-13 10:00:00,75.3,53,57.2,0.91,1.12,186,190,4.3,0.0,Location4
2020-07-13 11:00:00,77.0,51,57.3,0.63,0.76,198,203,4.2,0.0,Location4
2020-07-13 12:00:00,77.9,48,56.7,0.89,1.03,207,209,4.1,0.0023,Location4
2020-07-13 13:00:00,78.3,47,56.2,1.46,1.71,196,201,4.5,0.007,Location4
2020-07-13 14:00:00,79.2,45,56.3,1.51,1.92,188,189,4.8,0.0116,Location4
2020-07-13 15:00:00,79.8,44,56.0,1.91,2.32,186,187,4.9,0.0163,Location4
2020-07-13 16:00:00,79.8,46,57.0,2.6,3.3,180,182,5.5,0.0209,Location4
2020-07-13 17:00:00,79.0,47,57.1,3.13,4.12,163,166,6.2,0.0256,Location4
2020-07-13 18:00:00,77.5,53,59.2,2.33,3.85,149,152,5.9,0.0442,Location4
2020-07-13 19:00:00,74.2,63,60.9,2.27,4.84,131,142,4.2,0.0767,Location4
2020-07-13 20:00:00,71.3,73,62.4,4.38,7.96,125,129,7.3,0.1092,Location4
2020-07-13 21:00:00,69.1,81,63.0,4.88,8.58,136,139,8.5,0.1417,Location4
2020-07-13 22:00:00,68.1,83,62.9,4.64,8.46,143,147,8.4,0.1742,Location4
2020-07-13 23:00:00,67.4,85,62.7,4.25,7.97,156,160,8.0,0.2067,Location4
2020-07-14 00:00:00,66.8,86,62.4,3.47,6.94,168,174,7.2,0.2392,Location4
2020-07-14 01:00:00,66.5,86,62.3,3.26,6.6,169,179,5.9,0.2717,Location4
2020-07-14 02:00:00,66.3,86,62.0,3.35,6.7,170,182,5.5,0.3042,Location4
2020-07-14 03:00:00,66.4,85,61.8,4.1,7.82,167,176,6.9,0.3367,Location4
2020-07-14 04:00:00,66.2,84,61.3,4.4,8.41,177,183,7.7,0.3692,Location4
2020-07-14 05:00:00,66.5,82,60.8,4.0,7.55,180,187,7.6,0.388,Location4
2020-07-14 06:00:00,67.8,79,61.0,4.94,8.3,173,179,8.2,0.3931,Location4
2020-07-14 07:00:00,69.9,75,61.6,5.04,8.02,173,176,9.1,0.3981,Location4
2020-07-14 08:00:00,73.5,66,61.5,5.14,7.17,187,188,9.7,0.4032,Location4
2020-07-14 09:00:00,75.9,60,60.9,5.18,7.14,190,191,9.7,0.4082,Location4
2020-07-14 10:00:00,75.7,61,61.4,5.6,7.6,179,181,10.0,0.4133,Location4
2020-07-14 11:00:00,79.9,52,60.5,6.11,8.22,183,184,11.4,0.4183,Location4
2020-07-14 12:00:00,82.4,49,61.1,6.6,8.9,178,179,12.7,0.4264,Location4
2020-07-14 13:00:00,84.3,47,61.8,6.6,8.8,178,179,12.8,0.4374,Location4
2020-07-14 14:00:00,85.0,46,61.8,7.22,9.82,175,176,13.5,0.4484,Location4
2020-07-14 15:00:00,83.6,48,61.6,6.8,9.8,181,181,13.7,0.4594,Location4
2020-07-14 16:00:00,83.0,52,63.4,5.1,8.01,181,183,12.3,0.4704,Location4
2020-07-14 17:00:00,82.6,53,63.6,4.8,7.63,181,185,8.9,0.4814,Location4
2020-07-14 18:00:00,81.0,57,64.4,5.4,8.63,182,185,9.2,0.4648,Location4
2020-07-14 19:00:00,78.2,62,64.1,4.2,7.51,179,183,9.5,0.4205,Location4
2020-07-14 20:00:00,76.5,64,63.3,4.61,8.09,184,189,7.8,0.3763,Location4
2020-07-14 21:00:00,75.8,65,63.2,4.9,8.58,182,188,8.4,0.332,Location4
2020-07-14 22:00:00,75.1,66,63.1,4.61,8.15,193,194,8.6,0.2877,Location4
2020-07-14 23:00:00,74.3,69,63.3,4.08,7.53,197,199,7.9,0.2435,Location4
2020-07-15 00:00:00,73.8,71,63.7,3.31,6.44,205,208,6.9,0.1992,Location4
2020-07-15 01:00:00,72.6,76,64.6,2.25,4.88,238,242,5.6,0.1549,Location4
2020-07-15 02:00:00,72.2,82,66.4,2.14,4.02,281,289,3.9,0.1107,Location4
2020-07-15 03:00:00,71.6,88,67.9,2.14,3.48,307,309,3.7,0.0664,Location4
2020-07-15 04:00:00,71.0,90,68.1,1.98,3.41,315,320,3.7,0.0221,Location4
2020-07-15 05:00:00,69.8,92,67.2,3.37,5.18,348,350,5.7,0.0013,Location4
2020-07-15 06:00:00,70.9,96,69.8,2.55,4.44,26,23,5.9,0.004,Location4
2020-07-15 07:00:00,71.8,93,69.6,3.53,4.83,25,27,6.6,0.0067,Location4
2020-07-15 08:00:00,72.0,89,68.7,3.33,4.53,41,43,6.7,0.0093,Location4
2020-07-15 09:00:00,72.3,86,67.7,3.3,4.28,35,37,9.9,0.012,Location4
2020-07-15 10:00:00,72.0,86,67.6,3.47,4.67,41,45,10.8,0.0146,Location4
2020-07-15 11:00:00,73.3,83,67.7,3.58,4.63,30,33,12.5,0.0173,Location4
2020-07-15 12:00:00,70.7,88,67.0,4.36,5.85,32,33,12.7,0.0217,Location4
2020-07-15 13:00:00,71.7,86,67.4,3.94,5.28,30,29,8.4,0.0278,Location4
2020-07-15 14:00:00,71.5,91,68.7,2.83,3.69,42,41,11.0,0.0339,Location4
2020-07-15 15:00:00,69.6,95,68.1,2.34,3.12,40,40,9.8,0.0401,Location4
2020-07-15 16:00:00,69.0,95,67.4,3.83,5.52,33,35,8.2,0.0462,Location4
2020-07-15 17:00:00,70.1,90,67.2,4.33,6.21,34,33,9.0,0.0523,Location4
2020-07-15 18:00:00,67.1,92,64.5,4.44,6.99,23,24,8.0,0.0534,Location4
2020-07-15 19:00:00,66.0,92,63.5,4.47,7.08,34,36,8.4,0.0495,Location4
2020-07-15 20:00:00,65.4,92,63.1,3.85,6.49,62,61,7.7,0.0456,Location4
2020-07-15 21:00:00,65.6,93,63.6,4.5,7.31,91,93,7.9,0.0417,Location4
2020-07-15 22:00:00,65.6,95,64.2,2.55,5.04,64,76,7.8,0.0378,Location4
2020-07-15 23:00:00,64.5,96,63.5,1.91,3.94,6,30,4.3,0.034,Location4
2020-07-16 00:00:00,63.9,98,63.2,3.1,5.84,358,7,5.2,0.0301,Location4
2020-07-16 01:00:00,63.4,97,62.5,3.41,6.32,3,11,6.0,0.0262,Location4
2020-07-16 02:00:00,62.8,97,61.8,2.82,5.59,17,24,5.9,0.0223,Location4
2020-07-16 03:00:00,63.0,96,61.8,2.16,4.29,13,28,5.0,0.0184,Location4
2020-07-16 04:00:00,61.6,97,60.8,1.7,3.7,360,19,3.8,0.0145,Location4
2020-07-16 05:00:00,60.7,97,60.0,1.91,4.03,354,14,3.4,0.0116,Location4
2020-07-16 06:00:00,63.0,97,62.2,2.79,3.67,15,17,4.1,0.0098,Location4
2020-07-16 07:00:00,64.5,92,62.3,1.97,2.28,24,29,5.3,0.0081,Location4
2020-07-16 08:00:00,66.5,84,61.7,1.43,1.75,12,13,4.4,0.0063,Location4
2020-07-16 09:00:00,68.5,77,61.1,1.33,1.63,347,349,4.4,0.0045,Location4
2020-07-16 10:00:00,70.8,70,60.8,0.86,1.03,324,331,4.7,0.0027,Location4
2020-07-16 11:00:00,73.3,63,60.0,0.76,0.95,293,288,4.3,0.0009,Location4
2020-07-16 12:00:00,75.7,56,58.7,1.24,1.53,284,281,4.8,0.0,Location4
